#GENE	1_S31	3_S32	4_S33	6_S34
Tmem126a	769	644	642	691
Tmem126b	503	592	496	579
Tmem127	3028	3240	2580	2871
Tmem128	1102	1042	833	877
Tmem129	806	848	600	889
Tmem130	41	24	32	32
Tmem131	5016	4362	4352	4676
Tmem131l	2494	1892	1752	2081
Tmem132a	3812	3199	2683	3086
Tmem132b	76	37	78	73
Tmem132c	45	37	47	31
Tmem132cos	0	0	0	1
Tmem132d	95	38	64	46
Tmem132e	3	0	0	1
Tmem134	1723	1524	1284	1450
Tmem135	1510	1288	1084	1204
Tmem138	371	294	305	312
Tmem139	17	13	10	8
Tmem140	70	72	71	76
Tmem141	381	312	309	327
Tmem143	738	697	575	676
Tmem144	184	153	156	142
Tmem145	4	2	3	1
Tmem147	2055	1710	1381	1704
Tmem147os	237	185	241	201
Tmem14a	193	163	185	150
Tmem14c	3303	2534	2495	2655
Tmem150a	666	474	442	472
Tmem150b	5	7	11	18
Tmem150c	47	53	72	51
Tmem150cos	1	2	2	1
Tmem151a	135	97	54	83
Tmem151b	26	28	57	56
Tmem154	15	12	11	10
Tmem156	7	6	7	2
Tmem158	82	93	64	75
Tmem159	546	630	577	425
Tmem160	316	262	231	275
Tmem161a	1638	1315	1282	1333
Tmem161b	479	408	464	508
Tmem163	0	3	3	7
Tmem164	3273	2516	2673	2811
Tmem165	2275	2158	1835	2235
Tmem167	2495	2196	1973	2335
Tmem167-ps1	0	0	0	0
Tmem167-ps2	0	0	0	0
Tmem167-ps3	0	0	0	0
Tmem167b	1684	1524	1365	1471
Tmem168	2153	1774	1615	1887
Tmem169	263	150	225	195
Tmem17	257	217	201	217
Tmem170	364	409	383	438
Tmem170b	980	919	780	840
Tmem171	354	303	317	382
Tmem174	60	25	32	44
Tmem175	1004	962	786	825
Tmem176a	2019	2479	2219	2072
Tmem176b	4743	5058	4477	4185
Tmem177	402	343	291	417
Tmem178	59	50	38	53
Tmem178b	276	164	196	165
Tmem179	25	16	23	12
Tmem179b	615	548	494	520
Tmem18	874	871	756	836
Tmem181a	776	660	645	700
Tmem181b-ps	3	189	3	143
Tmem181c-ps	1	1	0	0
Tmem182	515	476	352	159
Tmem183a	2479	1863	1869	2109
Tmem184a	1313	1181	1720	1824
Tmem184b	3058	2620	2349	3001
Tmem184c	1649	1530	1277	1313
Tmem185a	1413	1319	1211	1243
Tmem185b	841	646	487	742
Tmem186	1110	851	868	1024
Tmem189	994	807	599	738
Tmem19	1022	951	819	944
Tmem190	16	9	4	19
Tmem191c	187	184	263	207
Tmem192	572	558	433	412
Tmem196	0	1	2	2
Tmem198	476	289	346	376
Tmem198b	359	299	289	318
Tmem199	893	671	605	681
Tmem200a	24	44	10	16
Tmem200b	112	156	111	111
Tmem200c	1	2	0	2
Tmem201	4414	3071	3164	3531
Tmem202	5	2	3	3
Tmem203	153	143	121	120
Tmem204	685	769	587	544
Tmem205	552	517	477	447
Tmem207	0	0	0	0
Tmem208	835	745	605	670
Tmem209	2508	2015	2152	2282
Tmem210	0	0	0	0
Tmem211	0	0	0	1
Tmem212	9	6	4	6
Tmem213	1	0	0	0
Tmem214	4528	3452	3161	4004
Tmem215	63	122	123	104
Tmem216	283	275	237	281
Tmem217	5	0	6	3
Tmem218	359	358	386	349
Tmem219	471	367	321	369
Tmem220	171	151	144	137
Tmem221	211	192	292	309
Tmem222	1135	979	892	997
Tmem223	781	762	566	657
Tmem225	0	0	0	0
Tmem229a	3	0	2	2
Tmem229b	2602	1467	1362	2287
Tmem229b-ps	2	0	0	1
Tmem230	985	935	740	754
Tmem231	825	612	605	675
Tmem232	222	130	182	171
Tmem233	3	5	3	4
Tmem234	3093	2503	2384	2540
Tmem235	0	0	5	2
Tmem236	2	0	0	0
Tmem237	1001	976	755	934
Tmem238	95	61	54	93
Tmem238l	0	0	0	0
Tmem239	0	0	1	1
Tmem240	34	38	37	25
Tmem241	279	224	242	202
Tmem242	1695	1366	1375	1278
Tmem243	398	287	291	318
Tmem245	4529	4114	4373	4389
Tmem246	367	255	215	251
Tmem247	0	0	0	0
Tmem248	3687	2801	2503	2985
Tmem249	5	4	3	8
Tmem25	633	443	496	591
Tmem250-ps	1566	1318	1238	1435
Tmem251	335	248	218	294
Tmem252	119	177	258	181
Tmem253	69	45	40	43
Tmem254a	0	0	0	0
Tmem254b	0	0	0	0
Tmem254c	0	0	0	0
Tmem255a	92	100	140	119
Tmem255b	385	258	402	336
Tmem256	1047	861	732	892
Tmem258	2086	1816	1436	1547
Tmem259	4079	3137	2862	3297
Tmem26	28	29	44	26
Tmem260	1160	1001	928	1060
Tmem262	4	0	5	1
Tmem263	1619	1564	1378	1569
Tmem265	0	0	0	0
Tmem266	116	60	74	95
Tmem267	606	406	350	396
Tmem268	568	385	348	503
Tmem269	6	9	10	3
Tmem270	0	0	0	0
Tmem273	2	9	2	4
Tmem274	1	1	1	3
Tmem28	0	1	3	0
Tmem29	706	576	499	599
Tmem30a	5051	4765	3731	4034
Tmem30b	119	61	90	60
Tmem30c	4	3	9	5
Tmem33	2907	2386	2108	2592
Tmem35a	1068	1092	1123	1047
Tmem35b	245	222	242	192
Tmem37	92	91	59	77
Tmem38a	526	542	525	540
Tmem38b	300	265	237	230
Tmem39a	2753	2349	2015	2532
Tmem39b	790	649	702	873
Tmem40	4	4	0	0
Tmem41a	221	205	147	186
Tmem41b	832	697	721	740
Tmem41b-ps	14	5	1	5
Tmem42	447	364	340	325
Tmem43	2635	2409	1943	2192
Tmem44	200	195	186	215
Tmem45a	1390	1130	1155	1555
Tmem45a2	4	2	9	11
Tmem45b	4	3	2	0
Tmem47	1513	1759	1310	1337
Tmem50a	2844	2546	2066	2176
Tmem50b	1704	1362	1462	1647
Tmem51	236	229	418	262
Tmem51os1	22	12	30	21
Tmem52	331	195	235	228
Tmem52b	0	0	4	4
Tmem53	123	96	74	81
Tmem54	2	0	1	3
Tmem59	6831	6784	5729	5205
Tmem59l	2	2	3	1
Tmem60	536	431	476	440
Tmem61	0	1	4	0
Tmem62	260	201	173	181
Tmem63a	765	709	557	605
Tmem63b	1722	1358	1584	1661
Tmem63c	0	2	1	2
Tmem64	3184	3385	2646	2662
Tmem65	3555	2802	2200	2721
Tmem67	408	389	421	452
Tmem68	813	745	635	705
Tmem69	318	282	300	318
Tmem70	1067	814	807	895
Tmem71	24	21	33	18
Tmem72	518	283	599	528
Tmem74	91	53	62	80
Tmem74b	5	3	5	0
Tmem74bos	1	0	1	0
Tmem79	42	51	29	35
Tmem8	442	328	459	393
Tmem80	626	522	459	478
Tmem81	152	136	132	149
Tmem82	36	18	13	22
Tmem86a	2770	1880	2173	2320
Tmem86b	162	105	96	145
Tmem87a	1978	1599	1191	1259
Tmem87b	2391	2062	1763	1836
Tmem88	170	229	168	169
Tmem88b	23	19	9	29
Tmem89	1	2	1	0
Tmem8b	1862	1370	1295	1537
Tmem9	2631	2342	1984	2015
Tmem91	14	5	7	7
Tmem92	3	0	0	2
Tmem94	4078	3342	3004	3300
Tmem95	15	15	13	15
Tmem97	1628	1213	1107	1430
Tmem98	2090	1918	1382	1594
Tmem9b	823	700	597	586
Tmf1	1285	1243	1461	1474
Tmie	273	158	211	187
Tmigd1	10	5	6	6
Tmigd3	0	1	1	0
Tmod1	8	13	3	8
Tmod2	180	162	112	122
Tmod3	3281	3296	2767	3010
Tmod4	65	57	41	80
Tmpo	9424	8025	6913	9276
Tmppe	253	260	258	282
Tmprss11a	211	94	116	131
Tmprss11b	0	0	0	0
Tmprss11c	0	0	0	0
Tmprss11d	0	0	0	0
Tmprss11e	0	0	0	0
Tmprss11f	0	0	1	0
Tmprss11g	0	0	0	1
Tmprss12	0	0	0	0
Tmprss13	180	152	448	696
Tmprss15	0	0	1	0
Tmprss2	2	3	3	2
Tmprss3	6	1	1	1
Tmprss4	2	0	2	1
Tmprss5	5	5	3	5
Tmprss6	11	13	22	23
Tmprss7	0	1	2	2
Tmprss9	8	9	10	20
Tmsb10	6864	5826	4856	5369
Tmsb15a	1	0	1	0
Tmsb15b1	43	49	53	45
Tmsb15b2	88	98	156	154
Tmsb15l	11	9	11	13
Tmsb4x	3317	4024	3117	3069
Tmtc1	2545	2526	2032	1795
Tmtc2	7919	5949	3820	3359
Tmtc3	2155	1844	1660	1989
Tmtc4	969	845	783	814
Tmub1	359	261	279	286
Tmub2	1514	1390	1278	1309
Tmx1	3307	3178	2558	2961
Tmx2	1216	1115	1111	1256
Tmx3	2814	2601	2362	2366
Tmx4	2433	2388	2184	2150
Tnc	3483	3653	3107	3432
Tnf	11	11	21	7
Tnfaip1	3293	2878	2463	2974
Tnfaip2	309	258	257	177
Tnfaip3	128	131	187	215
Tnfaip6	29	47	39	32
Tnfaip8	549	403	467	416
Tnfaip8l1	144	132	113	140
Tnfaip8l2	7	5	7	5
Tnfaip8l3	6	1	1	4
Tnfrsf10b	580	720	383	471
Tnfrsf11a	20	23	12	11
Tnfrsf11b	5	16	8	3
Tnfrsf12a	438	355	76	127
Tnfrsf13b	12	13	8	8
Tnfrsf13c	11	4	14	9
Tnfrsf14	91	118	78	54
Tnfrsf17	6	1	2	0
Tnfrsf18	62	32	59	48
Tnfrsf19	472	581	462	431
Tnfrsf1a	2487	2526	2119	2205
Tnfrsf1b	916	697	845	629
Tnfrsf21	322	333	324	392
Tnfrsf22	319	288	253	291
Tnfrsf23	34	30	32	33
Tnfrsf25	32	33	43	49
Tnfrsf26	14	13	8	14
Tnfrsf4	31	20	21	14
Tnfrsf8	62	31	24	60
Tnfrsf9	4	4	3	4
Tnfsf10	276	320	230	226
Tnfsf11	35	13	21	21
Tnfsf12	249	291	264	242
Tnfsf13	37	22	28	32
Tnfsf13b	37	29	52	39
Tnfsf13os	15	16	9	6
Tnfsf14	0	0	0	1
Tnfsf15	35	39	26	38
Tnfsf18	0	0	0	3
Tnfsf4	0	1	1	1
Tnfsf8	0	1	1	1
Tnfsf9	33	44	27	41
Tnfsfm13	36	37	29	22
Tnik	404	556	565	492
Tnip1	3551	2712	2251	2335
Tnip2	460	384	428	410
Tnip3	14	20	14	10
Tnk1	7	8	9	5
Tnk2	3234	2636	2303	2773
Tnk2os	8	13	14	10
Tnks	16206	12698	12056	13189
Tnks1bp1	4214	3204	2990	3214
Tnks2	8941	8396	7654	8282
Tnmd	0	1	2	4
Tnn	11	7	4	10
Tnnc1	56	51	37	29
Tnnc2	0	0	0	1
Tnni1	28	8	22	15
Tnni2	7	6	5	6
Tnni3	3783	2119	2496	3107
Tnni3k	0	0	0	0
Tnnt1	101	74	65	67
Tnnt2	115	193	78	130
Tnnt3	7	14	11	18
Tnp1	0	0	0	0
Tnp2	1	0	1	0
Tnpo1	9317	7526	7519	8563
Tnpo2	3591	3408	3234	3750
Tnpo3	3558	3176	3058	3609
Tnr	41	23	22	28
Tnrc18	8005	8127	7733	8230
Tnrc6a	3964	3912	4001	4034
Tnrc6b	3805	4113	4090	4135
Tnrc6c	1881	1751	1819	1924
Tns1	4690	5059	3657	4435
Tns2	1522	1507	1246	1339
Tns3	3458	3576	4369	4555
Tns4	592	293	162	232
Tnxa	2	1	0	0
Tnxb	790	790	1057	892
Tob1	1595	1616	1300	1303
Tob2	1356	1424	1159	1288
Toe1	565	449	357	541
Togaram1	2031	1800	1788	1992
Togaram2	27	19	7	17
Tollip	2458	2297	2038	2126
Tom1	154	129	85	120
Tom1l1	3474	3206	3889	3663
Tom1l2	4565	3926	2645	2880
Tomm20	2954	2496	2218	2125
Tomm20l	2	0	0	0
Tomm22	2455	2051	1833	1974
Tomm34	1557	1217	1250	1391
Tomm40	2574	1772	1511	1886
Tomm40l	313	251	237	243
Tomm5	707	630	567	601
Tomm6	12	20	13	12
Tomm6os	21	26	23	27
Tomm7	1733	1519	1134	1318
Tomm70a	4938	4171	3455	4250
Tomt	5	3	10	9
Tonsl	935	739	829	1083
Top1	6987	5043	4967	5977
Top1mt	689	510	494	525
Top2a	13499	10962	10303	14844
Top2b	7922	6688	5684	6193
Top3a	957	777	721	704
Top3b	2651	1983	2020	2267
Topaz1	36	13	30	24
Topbp1	4352	3369	3361	4160
Topbp1-ps1	0	0	0	0
Topbp1-ps2	0	0	0	0
Topors	2278	1926	1889	1969
Toporsl	0	1	1	0
Tor1a	1689	1318	1293	1489
Tor1aip1	3203	2444	2368	2347
Tor1aip2	5141	4418	4123	4462
Tor1b	2491	2062	1847	2278
Tor2a	1124	1031	843	996
Tor3a	531	568	362	384
Tor4a	1012	803	726	788
Tox	129	186	221	188
Tox2	6952	3436	3590	5586
Tox3	99	119	106	147
Tox4	2370	2075	1734	2037
Tpbg	641	640	308	385
Tpbgl	28	27	17	17
Tpbpa	0	0	2	0
Tpbpb	0	0	0	0
Tpcn1	2455	2353	2290	2605
Tpcn2	357	295	261	352
Tpd52	4392	3128	3136	3036
Tpd52-ps	6	2	8	7
Tpd52l1	662	623	430	424
Tpd52l2	3459	2973	2774	3178
Tpgs1	476	347	335	412
Tpgs2	2987	2324	2277	2513
Tph1	9	5	1	8
Tph2	58	21	35	35
Tpi-rs10	2	1	0	1
Tpi-rs11	1	3	3	2
Tpi-rs2	0	0	0	0
Tpi-rs4	0	0	0	0
Tpi-rs5	0	0	0	0
Tpi-rs8	0	0	0	0
Tpi-rs9	0	0	0	0
Tpi1	12554	9339	8536	10536
Tpk1	410	387	402	401
Tpm1	15544	17095	11653	12611
Tpm2	2912	3777	1996	3043
Tpm3	5572	4754	4239	4848
Tpm3-rs2	0	0	0	0
Tpm3-rs7	48	53	34	51
Tpm4	9806	9155	6361	7061
Tpmt	635	558	462	553
Tpo	22	7	13	12
Tpp1	4080	3849	3770	3484
Tpp2	3268	2955	2915	3268
Tppp	115	101	75	122
Tppp2	1	1	0	0
Tppp3	570	533	457	441
Tpr	8821	7243	6984	7899
Tpra1	1402	1102	1209	1241
Tprg	22	7	21	20
Tprgl	2658	2674	2055	2437
Tprkb	1552	1398	1562	1574
Tprn	528	364	311	388
Tpsab1	3	3	1	3
Tpsb2	15	8	3	5
Tpsg1	1	0	1	0
Tpst1	1755	1685	1458	1607
Tpst2	1171	920	908	1092
Tpt1	45222	37716	33818	30866
Tpt1-ps1	0	0	0	0
Tpt1-ps2	0	0	0	1
Tpt1-ps3	1357	1219	1137	955
Tpt1-ps4	0	0	0	1
Tpt1-ps5	5	8	7	2
Tpt1-ps6	17	24	21	30
Tpt1-ps7	0	0	0	0
Tpte	9	9	7	14
Tpx2	4751	3841	3991	4868
Tra2a	4319	3655	3380	4074
Tra2b	4907	3994	3601	4564
Tra2b-ps	0	0	0	0
Trabd	1790	1409	1181	1420
Trabd2b	77	111	73	114
Trac	42	51	48	51
Tradd	396	328	275	347
Traf1	109	89	115	127
Traf2	880	784	661	819
Traf3	1466	1190	1233	1530
Traf3ip1	645	448	453	599
Traf3ip2	596	643	695	640
Traf3ip3	2	7	4	3
Traf4	3052	2343	1738	1868
Traf5	279	230	167	197
Traf6	1501	1246	1091	1147
Traf7	3927	3416	3058	3738
Trafd1	1422	1341	1169	1101
Traip	870	564	792	880
Traj1	0	0	0	0
Traj11	0	0	0	0
Traj12	0	0	0	0
Traj13	0	0	0	0
Traj14	0	0	0	0
Traj15	0	0	0	0
Traj16	0	0	0	0
Traj17	0	0	0	0
Traj18	0	0	0	0
Traj19	0	0	0	0
Traj2	0	0	0	0
Traj20	0	0	0	0
Traj21	0	0	0	0
Traj22	0	0	0	0
Traj23	0	0	0	0
Traj24	1	0	0	0
Traj25	0	0	0	0
Traj26	0	0	0	0
Traj27	0	0	0	0
Traj28	0	0	0	0
Traj29	0	0	0	0
Traj3	0	0	0	0
Traj30	0	0	0	0
Traj31	0	0	0	0
Traj32	0	0	0	1
Traj33	0	0	0	0
Traj34	0	0	0	0
Traj35	0	0	0	0
Traj36	0	0	0	0
Traj37	1	0	0	0
Traj38	0	0	0	0
Traj39	0	0	0	0
Traj4	0	0	0	0
Traj40	0	0	0	0
Traj41	0	0	0	0
Traj42	0	0	0	0
Traj43	0	0	0	0
Traj44	0	0	0	0
Traj45	0	0	0	0
Traj46	0	0	0	0
Traj47	0	0	0	0
Traj48	0	0	0	0
Traj49	0	0	0	0
Traj5	0	0	0	0
Traj50	0	0	1	0
Traj51	0	0	0	0
Traj52	0	0	0	0
Traj53	0	0	0	0
Traj54	0	0	0	0
Traj55	0	0	0	0
Traj56	0	0	0	0
Traj57	0	0	0	0
Traj58	0	0	1	0
Traj59	0	0	0	0
Traj6	0	0	0	0
Traj60	0	0	0	0
Traj61	0	0	0	0
Traj7	0	0	0	0
Traj8	0	0	0	0
Traj9	0	0	0	0
Trak1	2880	2439	2319	2540
Trak2	4219	3681	3101	3729
Tram1	4614	3789	3194	3509
Tram1l1	102	78	86	77
Tram2	5353	4518	4971	5316
Trank1	82	60	54	82
Trap1	5964	4979	4309	4808
Trap1a	6	10	16	18
Trappc1	1061	903	749	887
Trappc10	2693	2058	1926	2402
Trappc11	1801	1588	1348	1558
Trappc12	1677	1412	1304	1437
Trappc13	1199	1080	1109	1219
Trappc2	217	208	189	205
Trappc2l	702	641	459	490
Trappc3	1451	1238	1126	1289
Trappc3l	132	73	110	104
Trappc4	1070	817	752	839
Trappc5	1000	823	929	1010
Trappc6a	779	571	558	534
Trappc6b	1308	1138	925	957
Trappc8	2329	2087	1938	2168
Trappc9	4172	3168	2911	3751
Trarg1	9	3	8	7
Trat1	0	0	0	1
Trav1	0	0	0	0
Trav10	0	0	0	0
Trav10d	0	0	0	0
Trav10n	0	0	0	0
Trav11	0	0	0	0
Trav11d	0	0	0	0
Trav11n	0	0	0	0
Trav12-1	0	0	0	0
Trav12-2	0	0	0	0
Trav12-3	0	0	0	0
Trav12-4	0	0	0	0
Trav12d-1	0	0	0	0
Trav12d-2	0	0	0	0
Trav12d-3	0	0	0	0
Trav12n-1	0	0	0	0
Trav12n-2	0	0	0	0
Trav12n-3	0	0	0	0
Trav13-1	0	0	0	0
Trav13-2	0	3	2	0
Trav13-3	0	0	0	0
Trav13-4-dv7	0	0	0	0
Trav13-5	0	0	1	0
Trav13d-1	0	0	0	0
Trav13d-2	0	0	0	0
Trav13d-3	0	0	0	0
Trav13d-4	0	0	0	0
Trav13n-1	0	0	0	0
Trav13n-2	0	0	0	0
Trav13n-3	0	0	0	0
Trav13n-4	1	0	0	0
Trav14-1	0	0	0	0
Trav14-2	0	0	0	0
Trav14-3	0	0	0	0
Trav14d-1	0	0	0	0
Trav14d-2	0	0	0	0
Trav14d-3-dv8	0	0	0	0
Trav14n-1	0	0	0	0
Trav14n-2	0	0	0	0
Trav14n-3	0	0	0	0
Trav15-1-dv6-1	0	0	0	0
Trav15-2-dv6-2	0	0	0	0
Trav15-3	0	0	0	0
Trav15d-1-dv6d-1	0	0	0	0
Trav15d-2-dv6d-2	0	0	0	0
Trav15d-3	0	0	0	0
Trav15n-1	0	0	0	0
Trav15n-2	0	0	0	0
Trav15n-3	0	0	0	0
Trav16	0	0	0	0
Trav16d-dv11	0	0	0	0
Trav16n	0	0	0	0
Trav17	0	0	0	0
Trav18	0	0	0	0
Trav19	0	0	0	0
Trav2	0	0	0	0
Trav20	0	0	0	1
Trav21-dv12	0	0	1	0
Trav22	0	0	0	0
Trav23	0	0	0	0
Trav3-1	0	0	0	0
Trav3-2	0	0	0	0
Trav3-3	0	0	3	2
Trav3-4	0	0	0	0
Trav3d-2	0	0	0	0
Trav3d-3	0	0	0	0
Trav3n-2	0	0	0	0
Trav3n-3	0	0	0	0
Trav4-1	0	0	0	0
Trav4-2	0	0	0	0
Trav4-3	0	0	0	1
Trav4-4-dv10	0	0	0	0
Trav4d-2	0	0	0	0
Trav4d-3	0	0	0	0
Trav4d-4	0	0	0	0
Trav4n-3	0	0	0	0
Trav4n-4	0	0	0	0
Trav5-1	0	0	0	0
Trav5-2	0	0	0	0
Trav5-4	0	0	0	0
Trav5d-2	0	0	0	0
Trav5d-3	0	0	0	0
Trav5d-4	0	0	0	0
Trav5n-2	0	0	0	0
Trav5n-3	0	0	0	0
Trav5n-4	0	0	0	0
Trav6-1	0	0	0	0
Trav6-2	0	0	0	0
Trav6-3	2	1	0	2
Trav6-4	0	0	0	0
Trav6-5	0	0	0	0
Trav6-6	0	0	0	0
Trav6-7-dv9	0	0	0	0
Trav6d-3	0	0	1	2
Trav6d-4	0	0	0	0
Trav6d-5	0	0	0	0
Trav6d-6	0	0	0	0
Trav6d-7	0	0	0	0
Trav6n-5	0	0	0	0
Trav6n-6	0	0	0	0
Trav6n-7	0	0	0	0
Trav7-1	0	0	0	0
Trav7-2	0	0	0	0
Trav7-3	0	0	0	0
Trav7-4	0	0	0	0
Trav7-5	0	0	0	0
Trav7-6	9	7	14	17
Trav7d-2	0	0	0	0
Trav7d-3	0	0	0	0
Trav7d-4	0	0	0	0
Trav7d-5	0	0	0	0
Trav7d-6	0	0	0	0
Trav7n-4	0	0	0	0
Trav7n-5	0	0	0	0
Trav7n-6	0	0	0	0
Trav8-1	0	0	0	0
Trav8-2	0	0	0	0
Trav8d-1	0	0	0	0
Trav8d-2	0	0	0	0
Trav8n-2	0	0	0	0
Trav9-1	0	0	0	0
Trav9-2	0	0	0	2
Trav9-4	4	1	1	2
Trav9d-1	0	0	0	0
Trav9d-2	0	0	0	0
Trav9d-3	0	0	0	0
Trav9d-4	0	0	0	0
Trav9n-1	0	0	0	0
Trav9n-2	0	0	0	0
Trav9n-3	0	0	0	0
Trav9n-4	0	0	0	0
Trbc1	6	3	3	3
Trbc2	1	1	2	4
Trbd1	0	0	1	0
Trbd2	0	0	0	0
Trbj1-1	0	0	0	0
Trbj1-2	1	0	0	0
Trbj1-3	0	0	0	0
Trbj1-4	0	1	0	0
Trbj1-5	0	0	0	0
Trbj1-6	0	2	0	0
Trbj1-7	0	0	0	0
Trbj2-1	0	0	0	1
Trbj2-2	0	0	0	0
Trbj2-3	0	0	0	0
Trbj2-4	0	0	0	0
Trbj2-5	0	0	0	0
Trbj2-6	0	0	0	0
Trbj2-7	0	0	0	0
Trbv1	0	0	0	0
Trbv10	0	0	0	0
Trbv11	0	0	0	0
Trbv12-1	0	0	0	0
Trbv12-2	0	0	0	0
Trbv12-3	0	0	0	0
Trbv13-1	0	0	0	0
Trbv13-2	0	0	0	0
Trbv13-3	0	0	0	0
Trbv14	0	0	0	0
Trbv15	0	0	0	0
Trbv16	0	0	0	0
Trbv17	0	0	0	0
Trbv18	0	0	0	0
Trbv19	0	0	0	0
Trbv2	0	0	0	0
Trbv20	0	0	0	0
Trbv21	1	0	0	0
Trbv22	0	0	0	0
Trbv23	0	0	0	0
Trbv24	0	0	0	0
Trbv25	0	0	0	0
Trbv26	0	0	0	0
Trbv27	0	0	0	0
Trbv28	0	0	0	0
Trbv29	0	0	0	0
Trbv3	0	0	0	0
Trbv30	0	0	0	0
Trbv31	0	0	0	1
Trbv4	0	0	0	0
Trbv5	0	0	0	0
Trbv6	0	0	0	0
Trbv7	0	0	0	0
Trbv8	0	0	0	0
Trbv9	0	0	0	0
Trcg1	3	4	4	0
Trdc	5	10	4	10
Trdd1	0	0	0	0
Trdd2	0	0	0	0
Trdj1	0	0	0	0
Trdj2	0	0	0	0
Trdmt1	147	162	119	150
Trdn	2	0	1	1
Trdv1	0	0	0	0
Trdv2-1	0	0	0	0
Trdv2-2	0	0	0	0
Trdv3	0	1	0	2
Trdv4	4	3	1	3
Trdv5	0	0	0	0
Treh	11	5	6	6
Trem1	10	9	7	15
Trem2	12	35	12	16
Trem3	0	0	0	0
Treml1	2	1	0	0
Treml2	4	4	0	0
Treml4	3	1	3	1
Trerf1	1231	895	1135	1507
Trex1	0	0	0	0
Trex2	0	1	1	0
Trf	345	537	225	201
Trgc1	2	1	3	3
Trgc2	0	4	4	5
Trgc3	0	0	0	0
Trgc4	1	2	1	2
Trgj1	0	0	0	0
Trgj2	0	0	0	0
Trgj3	0	0	0	0
Trgj4	0	0	0	0
Trgv1	0	0	0	0
Trgv2	0	2	1	0
Trgv3	0	0	0	0
Trgv4	1	0	0	1
Trgv5	1	0	0	1
Trgv6	1	0	0	0
Trgv7	0	0	0	0
Trh	9	6	10	5
Trhde	14	9	21	15
Trhr	1	1	2	0
Trhr2	1	1	0	0
Triap1	663	542	507	584
Trib1	267	244	183	188
Trib2	11133	6400	8340	8967
Trib3	59	40	31	29
Tril	1141	1345	1380	1387
Trim10	7	4	17	8
Trim11	1010	730	779	936
Trim12a	1	0	1	1
Trim12c	657	833	681	724
Trim13	927	603	748	715
Trim14	43	41	63	48
Trim15	41	39	312	30
Trim16	77	64	58	62
Trim17	11	12	21	33
Trim2	580	621	658	477
Trim21	200	172	180	229
Trim23	1045	1069	1018	1075
Trim24	2184	1833	1842	1687
Trim25	3888	2733	2702	2768
Trim26	4962	3577	2737	3363
Trim27	3770	2778	2634	2975
Trim28	21702	16043	15124	18094
Trim29	3	5	13	4
Trim3	1212	953	860	992
Trim30a	103	109	104	88
Trim30b	0	0	1	1
Trim30c	0	0	1	0
Trim30d	0	0	3	1
Trim30e-ps1	0	0	0	0
Trim31	15	2	19	13
Trim32	2311	2048	1594	1970
Trim33	3288	2769	2939	2883
Trim34a	37	41	58	44
Trim34b	55	52	64	61
Trim35	6255	5581	5320	5757
Trim36	176	120	146	138
Trim37	4018	4347	2823	3145
Trim38	14	12	13	10
Trim39	1238	825	801	1004
Trim40	7	6	4	4
Trim41	2211	1755	1746	1891
Trim42	3	0	0	0
Trim43a	2	3	8	6
Trim43b	0	2	4	2
Trim43c	10	5	17	9
Trim44	8062	7068	6685	7295
Trim45	320	276	272	288
Trim46	68	67	71	78
Trim47	658	605	370	309
Trim5	3	11	5	12
Trim50	75	85	137	98
Trim52	13	8	6	11
Trim54	0	0	0	0
Trim55	1	1	0	0
Trim56	1981	2048	1962	1998
Trim58	0	0	0	0
Trim59	1786	1601	1535	1850
Trim6	82	49	70	72
Trim60	1064	548	847	713
Trim61	4584	2218	3353	2712
Trim62	2909	1725	1595	1672
Trim63	10	13	3	2
Trim65	245	240	242	327
Trim66	37	21	27	21
Trim67	10	2	3	0
Trim68	427	409	326	339
Trim69	2	5	12	4
Trim7	162	124	184	184
Trim71	336	226	385	299
Trim72	8	3	5	4
Trim75	1175	620	774	733
Trim8	8488	5174	2458	3207
Trim80	5	0	3	3
Trim9	168	160	212	164
Triml1	1	3	0	0
Triml2	1	0	0	2
Trio	2911	3142	2911	3048
Triobp	2762	2037	2011	2306
Trip10	1241	1110	904	984
Trip11	2062	1789	1807	2159
Trip12	12755	10214	11198	11427
Trip13	675	529	528	747
Trip4	1823	1747	1505	1593
Trip6	2129	1805	1320	1508
Triqk	478	414	387	335
Trir	1666	1292	1143	1435
Trit1	872	703	642	695
Trmo	264	163	208	219
Trmt1	2719	1907	2387	2002
Trmt10a	560	410	411	486
Trmt10b	566	438	458	456
Trmt10c	893	806	766	787
Trmt11	442	358	348	304
Trmt112	904	652	563	697
Trmt112-ps1	0	0	0	0
Trmt112-ps2	21	8	10	16
Trmt12	258	168	192	200
Trmt13	274	179	193	246
Trmt1l	1162	1034	1026	1052
Trmt2a	1757	1309	1111	1496
Trmt2b	1160	1077	981	1043
Trmt44	444	332	335	380
Trmt5	492	381	388	472
Trmt6	1421	1009	1111	1239
Trmt61a	528	388	300	484
Trmt61b	211	144	119	158
Trmt9b	215	224	135	136
Trmu	441	332	332	384
Trnau1ap	940	830	711	757
Trnp1	24	11	20	12
Trnt1	1581	1346	1400	1388
Tro	771	739	697	856
Troap	934	540	701	787
Trp53	5319	4188	3700	4242
Trp53-ps	36	34	32	45
Trp53bp1	4312	3446	3448	3954
Trp53bp2	1509	1322	1189	1299
Trp53cor1	9	9	7	9
Trp53i11	1440	1332	1711	1576
Trp53i13	789	637	613	665
Trp53inp1	1997	2275	2043	1778
